Rows & Cols, Channels, Filters, Memory Usage,,WS-1-ex, WS-(MAC/CYCLE),IM2COL-IC-1EX ,IM2C IC  (MAC/CYCLE), IM2C OC 1 EX, IM2C OC  (MAC/CYCLE), CONV OC 1 EX, CONV OC  (MAC/CYCLE)
28, 32, 22, 180kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 23, 184kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 24, 188kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 25, 192kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 26, 195kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 27, 199kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 28, 203kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 29, 207kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 30, 210kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 31, 214kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 32, 218kB, ,9575, ,1444 , ,12639, ,13717, ,
28, 32, 48, 278kB, ,9575, ,1444 , ,18939, ,20554, ,
28, 32, 64, 339kB, ,9575, ,1444 , ,25235, ,27390, ,
28, 32, 80, 399kB, ,9575, ,1444 , ,31528, ,34229, ,
28, 32, 96, 459kB, ,9575, ,1444 , ,37756, ,41173, ,
28, 48, 16, 216kB, ,9575, ,2181 , ,6278, ,6994, ,
28, 48, 17, 220kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 18, 224kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 19, 229kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 20, 233kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 21, 237kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 22, 242kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 23, 246kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 24, 250kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 25, 255kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 26, 259kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 27, 263kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 28, 268kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 29, 272kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 30, 276kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 31, 281kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 32, 285kB, ,9575, ,2181 , ,12639, ,13717, ,
28, 48, 48, 354kB, ,9575, ,2181 , ,18939, ,20554, ,
28, 48, 64, 424kB, ,9575, ,2181 , ,25235, ,27390, ,
28, 48, 80, 493kB, ,9575, ,2181 , ,31528, ,34229, ,
28, 64, 16, 274kB, ,9575, ,2903 , ,6278, ,6994, ,
28, 64, 17, 279kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 18, 284kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 19, 288kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 20, 293kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 21, 298kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 22, 303kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 23, 308kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 24, 313kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 25, 318kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 26, 323kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 27, 328kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 28, 332kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 29, 337kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 30, 342kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 31, 347kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 32, 352kB, ,9575, ,2903 , ,12639, ,13717, ,
28, 64, 48, 430kB, ,9575, ,2903 , ,18939, ,20554, ,
28, 64, 64, 509kB, ,9575, ,2903 , ,25235, ,27390, ,
28, 80, 16, 332kB, ,9575, ,3611 , ,6278, ,6994, ,
28, 80, 17, 337kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 18, 343kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 19, 348kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 20, 354kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 21, 359kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 22, 364kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 23, 370kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 24, 375kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 25, 381kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 26, 386kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 27, 392kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 28, 397kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 29, 403kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 30, 408kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 31, 414kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 32, 419kB, ,9575, ,3611 , ,12639, ,13717, ,
28, 80, 48, 506kB, ,9575, ,3611 , ,18939, ,20554, ,
28, 96, 16, 390kB, ,9575, ,4312 , ,6278, ,6994, ,
28, 96, 17, 396kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 18, 402kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 19, 408kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 20, 414kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 21, 420kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 22, 426kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 23, 432kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 24, 438kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 25, 444kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 26, 450kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 27, 456kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 28, 462kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 29, 468kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 30, 474kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 31, 480kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 96, 32, 486kB, ,9575, ,4312 , ,12639, ,13717, ,
28, 112, 16, 448kB, ,9575, ,5018 , ,6278, ,6994, ,
28, 112, 17, 454kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 18, 461kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 19, 467kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 20, 474kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 21, 481kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 22, 487kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 23, 494kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 24, 500kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 112, 25, 507kB, ,9575, ,5018 , ,12639, ,13717, ,
28, 128, 16, 506kB, ,9575, ,5731 , ,6278, ,6994, ,
29, 16, 16, 107kB, ,10307, ,679 , ,6278, ,6994, ,
29, 16, 17, 110kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 18, 113kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 19, 117kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 20, 120kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 21, 124kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 22, 127kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 23, 130kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 24, 134kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 25, 137kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 26, 141kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 27, 144kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 28, 148kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 29, 151kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 30, 154kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 31, 158kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 32, 161kB, ,10307, ,679 , ,12639, ,13717, ,
29, 16, 48, 216kB, ,10307, ,679 , ,18939, ,20554, ,
29, 16, 64, 270kB, ,10307, ,679 , ,25235, ,27390, ,
29, 16, 80, 325kB, ,10307, ,679 , ,31528, ,34229, ,
29, 16, 96, 379kB, ,10307, ,679 , ,37756, ,41173, ,
29, 16, 112, 434kB, ,10307, ,679 , ,43822, ,48007, ,
29, 16, 128, 489kB, ,10307, ,679 , ,49871, ,54896, ,
29, 17, 16, 110kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 17, 17, 114kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 18, 117kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 19, 121kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 20, 124kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 21, 128kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 22, 131kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 23, 135kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 24, 138kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 25, 141kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 26, 145kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 27, 148kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 28, 152kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 29, 155kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 30, 159kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 31, 162kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 32, 166kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 17, 48, 221kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 17, 64, 276kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 17, 80, 331kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 17, 96, 386kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 17, 112, 441kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 17, 128, 496kB, ,10307, ,1444 , ,49871, ,54896, ,
29, 18, 16, 114kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 18, 17, 118kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 18, 121kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 19, 125kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 20, 128kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 21, 132kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 22, 135kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 23, 139kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 24, 142kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 25, 146kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 26, 149kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 27, 153kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 28, 156kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 29, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 30, 163kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 31, 167kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 32, 170kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 18, 48, 226kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 18, 64, 281kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 18, 80, 337kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 18, 96, 393kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 18, 112, 448kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 18, 128, 504kB, ,10307, ,1444 , ,49871, ,54896, ,
29, 19, 16, 118kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 19, 17, 122kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 18, 125kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 19, 129kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 20, 132kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 21, 136kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 22, 139kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 23, 143kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 24, 146kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 25, 150kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 26, 153kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 27, 157kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 28, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 29, 164kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 30, 167kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 31, 171kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 32, 174kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 19, 48, 231kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 19, 64, 287kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 19, 80, 343kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 19, 96, 399kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 19, 112, 456kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 20, 16, 122kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 20, 17, 126kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 18, 129kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 19, 133kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 20, 136kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 21, 140kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 22, 143kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 23, 147kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 24, 150kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 25, 154kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 26, 158kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 27, 161kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 28, 165kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 29, 168kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 30, 172kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 31, 175kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 32, 179kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 20, 48, 236kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 20, 64, 292kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 20, 80, 349kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 20, 96, 406kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 20, 112, 463kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 21, 16, 126kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 21, 17, 129kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 18, 133kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 19, 137kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 20, 140kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 21, 144kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 22, 147kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 23, 151kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 24, 155kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 25, 158kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 26, 162kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 27, 165kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 28, 169kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 29, 172kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 30, 176kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 31, 180kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 32, 183kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 21, 48, 241kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 21, 64, 298kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 21, 80, 355kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 21, 96, 413kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 21, 112, 470kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 22, 16, 130kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 22, 17, 133kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 18, 137kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 19, 141kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 20, 144kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 21, 148kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 22, 151kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 23, 155kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 24, 159kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 25, 162kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 26, 166kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 27, 170kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 28, 173kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 29, 177kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 30, 180kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 31, 184kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 32, 188kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 22, 48, 246kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 22, 64, 304kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 22, 80, 361kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 22, 96, 419kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 22, 112, 477kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 23, 16, 134kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 23, 17, 137kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 18, 141kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 19, 145kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 20, 148kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 21, 152kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 22, 155kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 23, 159kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 24, 163kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 25, 166kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 26, 170kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 27, 174kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 28, 177kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 29, 181kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 30, 185kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 31, 188kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 32, 192kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 23, 48, 251kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 23, 64, 309kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 23, 80, 368kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 23, 96, 426kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 23, 112, 485kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 24, 16, 137kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 24, 17, 141kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 18, 145kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 19, 148kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 20, 152kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 21, 156kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 22, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 23, 163kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 24, 167kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 25, 171kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 26, 174kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 27, 178kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 28, 182kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 29, 185kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 30, 189kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 31, 193kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 32, 196kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 24, 48, 256kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 24, 64, 315kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 24, 80, 374kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 24, 96, 433kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 24, 112, 492kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 25, 16, 141kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 25, 17, 145kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 18, 149kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 19, 152kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 20, 156kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 21, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 22, 164kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 23, 167kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 24, 171kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 25, 175kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 26, 179kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 27, 182kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 28, 186kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 29, 190kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 30, 193kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 31, 197kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 32, 201kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 25, 48, 261kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 25, 64, 320kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 25, 80, 380kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 25, 96, 439kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 25, 112, 499kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 26, 16, 145kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 26, 17, 149kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 18, 153kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 19, 156kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 20, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 21, 164kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 22, 168kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 23, 171kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 24, 175kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 25, 179kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 26, 183kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 27, 186kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 28, 190kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 29, 194kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 30, 198kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 31, 202kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 32, 205kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 26, 48, 265kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 26, 64, 326kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 26, 80, 386kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 26, 96, 446kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 26, 112, 506kB, ,10307, ,1444 , ,43822, ,48007, ,
29, 27, 16, 149kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 27, 17, 153kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 18, 157kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 19, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 20, 164kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 21, 168kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 22, 172kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 23, 176kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 24, 179kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 25, 183kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 26, 187kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 27, 191kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 28, 195kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 29, 198kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 30, 202kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 31, 206kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 32, 210kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 27, 48, 270kB, ,10307, ,1444 , ,18939, ,20554, ,
29, 27, 64, 331kB, ,10307, ,1444 , ,25235, ,27390, ,
29, 27, 80, 392kB, ,10307, ,1444 , ,31528, ,34229, ,
29, 27, 96, 453kB, ,10307, ,1444 , ,37756, ,41173, ,
29, 28, 16, 153kB, ,10307, ,1444 , ,6278, ,6994, ,
29, 28, 17, 157kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 18, 160kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 19, 164kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 20, 168kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 21, 172kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 22, 176kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 23, 180kB, ,10307, ,1444 , ,12639, ,13717, ,
29, 28, 24, 183kB, ,10307, ,1444 , ,12639, ,13717, ,
