Rows & Cols, Channels, Filters, Memory Usage,,WS-1-ex, WS-(MAC/CYCLE),IM2COL-IC-1EX ,IM2C IC  (MAC/CYCLE), IM2C OC 1 EX, IM2C OC  (MAC/CYCLE), CONV OC 1 EX, CONV OC  (MAC/CYCLE)
21, 26, 30, 114kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 26, 31, 116kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 26, 32, 119kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 26, 48, 156kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 26, 64, 193kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 26, 80, 230kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 26, 96, 267kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 26, 112, 305kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 26, 128, 342kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 26, 144, 379kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 27, 16, 84kB, ,5177, ,1444 , ,6278, ,6994, ,
21, 27, 17, 86kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 18, 88kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 19, 91kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 20, 93kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 21, 96kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 22, 98kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 23, 100kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 24, 103kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 25, 105kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 26, 107kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 27, 110kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 28, 112kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 29, 114kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 30, 117kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 31, 119kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 32, 122kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 27, 48, 159kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 27, 64, 197kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 27, 80, 235kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 27, 96, 273kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 27, 112, 310kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 27, 128, 348kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 27, 144, 386kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 28, 16, 86kB, ,5177, ,1444 , ,6278, ,6994, ,
21, 28, 17, 88kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 18, 91kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 19, 93kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 20, 96kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 21, 98kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 22, 100kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 23, 103kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 24, 105kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 25, 108kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 26, 110kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 27, 112kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 28, 115kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 29, 117kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 30, 120kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 31, 122kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 32, 124kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 28, 48, 163kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 28, 64, 201kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 28, 80, 239kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 28, 96, 278kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 28, 112, 316kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 28, 128, 354kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 28, 144, 393kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 29, 16, 88kB, ,5177, ,1444 , ,6278, ,6994, ,
21, 29, 17, 91kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 18, 93kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 19, 96kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 20, 98kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 21, 100kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 22, 103kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 23, 105kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 24, 108kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 25, 110kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 26, 113kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 27, 115kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 28, 117kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 29, 120kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 30, 122kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 31, 125kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 32, 127kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 29, 48, 166kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 29, 64, 205kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 29, 80, 244kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 29, 96, 283kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 29, 112, 322kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 29, 128, 360kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 29, 144, 399kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 30, 16, 91kB, ,5177, ,1444 , ,6278, ,6994, ,
21, 30, 17, 93kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 18, 96kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 19, 98kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 20, 100kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 21, 103kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 22, 105kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 23, 108kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 24, 110kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 25, 113kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 26, 115kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 27, 118kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 28, 120kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 29, 123kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 30, 125kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 31, 128kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 32, 130kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 30, 48, 169kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 30, 64, 209kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 30, 80, 248kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 30, 96, 288kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 30, 112, 327kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 30, 128, 367kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 30, 144, 406kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 31, 16, 93kB, ,5177, ,1444 , ,6278, ,6994, ,
21, 31, 17, 95kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 18, 98kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 19, 100kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 20, 103kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 21, 105kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 22, 108kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 23, 110kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 24, 113kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 25, 115kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 26, 118kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 27, 120kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 28, 123kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 29, 125kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 30, 128kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 31, 130kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 32, 133kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 31, 48, 173kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 31, 64, 213kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 31, 80, 253kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 31, 96, 293kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 31, 112, 333kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 31, 128, 373kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 31, 144, 413kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 32, 16, 95kB, ,5177, ,1444 , ,6278, ,6994, ,
21, 32, 17, 98kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 18, 100kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 19, 103kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 20, 105kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 21, 108kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 22, 110kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 23, 113kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 24, 115kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 25, 118kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 26, 121kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 27, 123kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 28, 126kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 29, 128kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 30, 131kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 31, 133kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 32, 136kB, ,5177, ,1444 , ,12639, ,13717, ,
21, 32, 48, 176kB, ,5177, ,1444 , ,18939, ,20554, ,
21, 32, 64, 217kB, ,5177, ,1444 , ,25235, ,27390, ,
21, 32, 80, 257kB, ,5177, ,1444 , ,31528, ,34229, ,
21, 32, 96, 298kB, ,5177, ,1444 , ,37756, ,41173, ,
21, 32, 112, 339kB, ,5177, ,1444 , ,43822, ,48007, ,
21, 32, 128, 379kB, ,5177, ,1444 , ,49871, ,54896, ,
21, 32, 144, 420kB, ,5177, ,1444 , ,55927, ,61848, ,
21, 48, 16, 132kB, ,5177, ,2181 , ,6278, ,6994, ,
21, 48, 17, 135kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 18, 138kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 19, 141kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 20, 144kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 21, 147kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 22, 150kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 23, 153kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 24, 157kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 25, 160kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 26, 163kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 27, 166kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 28, 169kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 29, 172kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 30, 175kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 31, 178kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 32, 181kB, ,5177, ,2181 , ,12639, ,13717, ,
21, 48, 48, 231kB, ,5177, ,2181 , ,18939, ,20554, ,
21, 48, 64, 280kB, ,5177, ,2181 , ,25235, ,27390, ,
21, 48, 80, 330kB, ,5177, ,2181 , ,31528, ,34229, ,
21, 48, 96, 380kB, ,5177, ,2181 , ,37756, ,41173, ,
21, 48, 112, 429kB, ,5177, ,2181 , ,43822, ,48007, ,
21, 48, 128, 479kB, ,5177, ,2181 , ,49871, ,54896, ,
21, 64, 16, 168kB, ,5177, ,2903 , ,6278, ,6994, ,
21, 64, 17, 172kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 18, 176kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 19, 179kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 20, 183kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 21, 187kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 22, 190kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 23, 194kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 24, 198kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 25, 201kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 26, 205kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 27, 209kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 28, 212kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 29, 216kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 30, 220kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 31, 223kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 32, 227kB, ,5177, ,2903 , ,12639, ,13717, ,
21, 64, 48, 285kB, ,5177, ,2903 , ,18939, ,20554, ,
21, 64, 64, 344kB, ,5177, ,2903 , ,25235, ,27390, ,
21, 64, 80, 403kB, ,5177, ,2903 , ,31528, ,34229, ,
21, 64, 96, 461kB, ,5177, ,2903 , ,37756, ,41173, ,
21, 80, 16, 205kB, ,5177, ,3611 , ,6278, ,6994, ,
21, 80, 17, 209kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 18, 213kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 19, 218kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 20, 222kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 21, 226kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 22, 230kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 23, 234kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 24, 239kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 25, 243kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 26, 247kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 27, 251kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 28, 256kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 29, 260kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 30, 264kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 31, 268kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 32, 272kB, ,5177, ,3611 , ,12639, ,13717, ,
21, 80, 48, 340kB, ,5177, ,3611 , ,18939, ,20554, ,
21, 80, 64, 408kB, ,5177, ,3611 , ,25235, ,27390, ,
21, 80, 80, 475kB, ,5177, ,3611 , ,31528, ,34229, ,
21, 96, 16, 241kB, ,5177, ,4312 , ,6278, ,6994, ,
21, 96, 17, 246kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 18, 251kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 19, 256kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 20, 261kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 21, 265kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 22, 270kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 23, 275kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 24, 280kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 25, 285kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 26, 289kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 27, 294kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 28, 299kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 29, 304kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 30, 308kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 31, 313kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 32, 318kB, ,5177, ,4312 , ,12639, ,13717, ,
21, 96, 48, 395kB, ,5177, ,4312 , ,18939, ,20554, ,
21, 96, 64, 471kB, ,5177, ,4312 , ,25235, ,27390, ,
21, 112, 16, 278kB, ,5177, ,5018 , ,6278, ,6994, ,
21, 112, 17, 283kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 18, 289kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 19, 294kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 20, 299kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 21, 305kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 22, 310kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 23, 315kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 24, 321kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 25, 326kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 26, 331kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 27, 337kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 28, 342kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 29, 348kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 30, 353kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 31, 358kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 32, 364kB, ,5177, ,5018 , ,12639, ,13717, ,
21, 112, 48, 449kB, ,5177, ,5018 , ,18939, ,20554, ,
21, 128, 16, 315kB, ,5177, ,5731 , ,6278, ,6994, ,
21, 128, 17, 320kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 18, 326kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 19, 332kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 20, 338kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 21, 344kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 22, 350kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 23, 356kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 24, 362kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 25, 368kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 26, 374kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 27, 380kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 28, 385kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 29, 391kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 30, 397kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 31, 403kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 32, 409kB, ,5177, ,5731 , ,12639, ,13717, ,
21, 128, 48, 504kB, ,5177, ,5731 , ,18939, ,20554, ,
21, 144, 16, 351kB, ,5177, ,6390 , ,6278, ,6994, ,
21, 144, 17, 358kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 18, 364kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 19, 371kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 20, 377kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 21, 383kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 22, 390kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 23, 396kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 24, 403kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 25, 409kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 26, 416kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 27, 422kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 28, 429kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 29, 435kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 30, 442kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 31, 448kB, ,5177, ,6390 , ,12639, ,13717, ,
21, 144, 32, 455kB, ,5177, ,6390 , ,12639, ,13717, ,
22, 16, 16, 64kB, ,5728, ,679 , ,6278, ,6994, ,
22, 16, 17, 66kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 18, 68kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 19, 70kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 20, 72kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 21, 74kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 22, 77kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 23, 79kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 24, 81kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 25, 83kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 26, 85kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 27, 87kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 28, 89kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 29, 91kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 30, 94kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 31, 96kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 32, 98kB, ,5728, ,679 , ,12639, ,13717, ,
22, 16, 48, 132kB, ,5728, ,679 , ,18939, ,20554, ,
22, 16, 64, 166kB, ,5728, ,679 , ,25235, ,27390, ,
22, 16, 80, 200kB, ,5728, ,679 , ,31528, ,34229, ,
22, 16, 96, 234kB, ,5728, ,679 , ,37756, ,41173, ,
22, 16, 112, 268kB, ,5728, ,679 , ,43822, ,48007, ,
22, 16, 128, 302kB, ,5728, ,679 , ,49871, ,54896, ,
22, 16, 144, 336kB, ,5728, ,679 , ,55927, ,61848, ,
22, 17, 16, 66kB, ,5728, ,1444 , ,6278, ,6994, ,
22, 17, 17, 68kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 18, 71kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 19, 73kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 20, 75kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 21, 77kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 22, 79kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 23, 81kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 24, 83kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 25, 86kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 26, 88kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 27, 90kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 28, 92kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 29, 94kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 30, 96kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 31, 99kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 32, 101kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 17, 48, 135kB, ,5728, ,1444 , ,18939, ,20554, ,
22, 17, 64, 170kB, ,5728, ,1444 , ,25235, ,27390, ,
22, 17, 80, 204kB, ,5728, ,1444 , ,31528, ,34229, ,
22, 17, 96, 239kB, ,5728, ,1444 , ,37756, ,41173, ,
22, 17, 112, 274kB, ,5728, ,1444 , ,43822, ,48007, ,
22, 17, 128, 308kB, ,5728, ,1444 , ,49871, ,54896, ,
22, 17, 144, 343kB, ,5728, ,1444 , ,55927, ,61848, ,
22, 18, 16, 69kB, ,5728, ,1444 , ,6278, ,6994, ,
22, 18, 17, 71kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 18, 73kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 19, 75kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 20, 77kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 21, 80kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 22, 82kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 23, 84kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 24, 86kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 25, 88kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 26, 91kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 27, 93kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 28, 95kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 29, 97kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 30, 99kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 31, 102kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 32, 104kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 18, 48, 139kB, ,5728, ,1444 , ,18939, ,20554, ,
22, 18, 64, 174kB, ,5728, ,1444 , ,25235, ,27390, ,
22, 18, 80, 209kB, ,5728, ,1444 , ,31528, ,34229, ,
22, 18, 96, 244kB, ,5728, ,1444 , ,37756, ,41173, ,
22, 18, 112, 279kB, ,5728, ,1444 , ,43822, ,48007, ,
22, 18, 128, 315kB, ,5728, ,1444 , ,49871, ,54896, ,
22, 18, 144, 350kB, ,5728, ,1444 , ,55927, ,61848, ,
22, 19, 16, 71kB, ,5728, ,1444 , ,6278, ,6994, ,
22, 19, 17, 73kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 18, 76kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 19, 78kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 20, 80kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 21, 82kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 22, 84kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 23, 87kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 24, 89kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 25, 91kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 26, 93kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 27, 96kB, ,5728, ,1444 , ,12639, ,13717, ,
22, 19, 28, 98kB, ,5728, ,1444 , ,12639, ,13717, ,
